Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,"9,937","208,677",05/02/2019,17:29,Cash,198.74,"4,761,904,762","9,937",5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,"3,162","66,402",05/02/2019,10:25,Cash,63.24,"4,761,904,762","3,162",7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,"186,975","3,926,475",05/02/2019,11:34,Cash,373.95,"4,761,904,762","186,975",4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,"103,845","2,180,745",05/02/2019,18:58,Credit card,207.69,"4,761,904,762","103,845",8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,"8,814","185,094",05/02/2019,16:28,Ewallet,176.28,"4,761,904,762","8,814",8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,"103,185","2,166,885",05/02/2019,20:26,Cash,206.37,"4,761,904,762","103,185",5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,"1,971","41,391",05/02/2019,15:08,Cash,39.42,"4,761,904,762","1,971",8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,"4,578","96,138",05/02/2019,18:03,Ewallet,91.56,"4,761,904,762","4,578",9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,"154,425","3,242,925",05/02/2019,13:21,Cash,308.85,"4,761,904,762","154,425",6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,"6,456","135,576",05/02/2019,12:48,Credit card,129.12,"4,761,904,762","6,456",9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,"19,548","410,508",05/02/2019,19:53,Ewallet,390.96,"4,761,904,762","19,548",6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,"24,945","523,845",05/02/2019,19:09,Cash,498.9,"4,761,904,762","24,945",5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,"18,852","395,892",05/02/2019,16:30,Cash,377.04,"4,761,904,762","18,852",8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,"10,226","214,746",05/02/2019,10:11,Credit card,204.52,"4,761,904,762","10,226",4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,"7,272","152,712",05/02/2019,13:07,Cash,145.44,"4,761,904,762","7,272",7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,"9,909","208,089",05/02/2019,18:48,Cash,198.18,"4,761,904,762","9,909",6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,"4,935","103,635",05/02/2019,17:27,Credit card,98.7,"4,761,904,762","4,935",9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,"19,255","404,355",05/02/2019,15:59,Cash,385.1,"4,761,904,762","19,255",5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,"2,348","49,308",05/02/2019,11:21,Credit card,46.96,"4,761,904,762","2,348",7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,"3,675","77,175",05/02/2019,13:48,Ewallet,73.5,"4,761,904,762","3,675",8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,"71,125","1,493,625",05/02/2019,10:17,Credit card,142.25,"4,761,904,762","71,125",9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,05/02/2019,15:49,Ewallet,687.6,"4,761,904,762",34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,"17,385","365,085",05/02/2019,13:02,Cash,347.7,"4,761,904,762","17,385",5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,"71,475","1,500,975",05/02/2019,12:58,Credit card,142.95,"4,761,904,762","71,475",9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,"19,269","404,649",05/02/2019,15:26,Credit card,385.38,"4,761,904,762","19,269",8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,"72,135","1,514,835",05/02/2019,18:23,Credit card,144.27,"4,761,904,762","72,135",7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,"195,895","4,113,795",05/02/2019,19:06,Ewallet,391.79,"4,761,904,762","195,895",8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,"26,915","565,215",05/02/2019,20:21,Cash,538.3,"4,761,904,762","26,915",7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,"242,575","5,094,075",05/02/2019,16:24,Ewallet,485.15,"4,761,904,762","242,575",9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,"66,975","1,406,475",05/02/2019,15:04,Cash,133.95,"4,761,904,762","66,975",6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,"350,685","7,364,385",05/02/2019,16:10,Ewallet,701.37,"4,761,904,762","350,685",7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,"35,975","755,475",05/02/2019,12:14,Cash,71.95,"4,761,904,762","35,975",7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,05/02/2019,10:13,Cash,714,"4,761,904,762",35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,"9,107","191,247",05/02/2019,17:38,Cash,182.14,"4,761,904,762","9,107",5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,05/02/2019,11:06,Credit card,135,"4,761,904,762",6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,05/02/2019,14:53,Credit card,993,"4,761,904,762",49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,"180,915","3,799,215",05/02/2019,18:22,Cash,361.83,"4,761,904,762","180,915",5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,"191,555","4,022,655",05/02/2019,19:02,Credit card,383.11,"4,761,904,762","191,555",8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,05/02/2019,14:16,Cash,243,"4,761,904,762",12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,"1,512","31,752",05/02/2019,15:44,Cash,30.24,"4,761,904,762","1,512",8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,"17,828","374,388",05/02/2019,12:20,Credit card,356.56,"4,761,904,762","17,828",7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,"18,775","394,275",05/02/2019,20:01,Credit card,375.5,"4,761,904,762","18,775",9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,05/02/2019,13:45,Cash,954.4,"4,761,904,762",47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,"4,125","86,625",05/02/2019,15:40,Ewallet,82.5,"4,761,904,762","4,125",6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,"37,485","787,185",05/02/2019,16:58,Cash,74.97,"4,761,904,762","37,485",5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,"32,384","680,064",05/02/2019,11:12,Credit card,647.68,"4,761,904,762","32,384",7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,"37,788","793,548",05/02/2019,15:12,Cash,755.76,"4,761,904,762","37,788",9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,"9,979","209,559",05/02/2019,20:37,Ewallet,199.58,"4,761,904,762","9,979",8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,"21,966","461,286",05/02/2019,17:44,Cash,439.32,"4,761,904,762","21,966",7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,"8,248","173,208",05/02/2019,16:23,Cash,164.96,"4,761,904,762","8,248",7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,"16,336","343,056",05/02/2019,12:12,Cash,326.72,"4,761,904,762","16,336",9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,"23,094","484,974",05/02/2019,19:33,Cash,461.88,"4,761,904,762","23,094",5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,"13,188","276,948",05/02/2019,10:29,Cash,263.76,"4,761,904,762","13,188",6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,05/02/2019,14:28,Cash,143.6,"4,761,904,762",7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,"9,675","203,175",05/02/2019,12:46,Credit card,193.5,"4,761,904,762","9,675",7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,"9,191","193,011",05/02/2019,19:40,Cash,183.82,"4,761,904,762","9,191",9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,"6,096","128,016",05/02/2019,19:39,Credit card,121.92,"4,761,904,762","6,096",4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,"21,033","441,693",05/02/2019,17:54,Ewallet,420.66,"4,761,904,762","21,033",5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,"12,624","265,104",05/02/2019,12:25,Cash,252.48,"4,761,904,762","12,624",8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,"167,725","3,522,225",05/02/2019,16:47,Credit card,335.45,"4,761,904,762","167,725",9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,"24,175","507,675",05/02/2019,12:52,Ewallet,483.5,"4,761,904,762","24,175",7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,"15,921","334,341",05/02/2019,19:50,Credit card,318.42,"4,761,904,762","15,921",9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,"334,215","7,018,515",05/02/2019,18:17,Ewallet,668.43,"4,761,904,762","334,215",8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,"19,396","407,316",05/02/2019,17:20,Ewallet,387.92,"4,761,904,762","19,396",9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,05/02/2019,13:32,Credit card,94.6,"4,761,904,762",4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,"16,466","345,786",05/02/2019,10:37,Credit card,329.32,"4,761,904,762","16,466",7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,"2,661","55,881",05/02/2019,14:35,Cash,53.22,"4,761,904,762","2,661",4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,"249,225","5,233,725",05/02/2019,12:09,Cash,498.45,"4,761,904,762","249,225",9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,"14,978","314,538",05/02/2019,15:32,Ewallet,299.56,"4,761,904,762","14,978",4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,"10,235","214,935",05/02/2019,13:58,Ewallet,204.7,"4,761,904,762","10,235",9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,"3,791","79,611",05/02/2019,13:19,Cash,75.82,"4,761,904,762","3,791",5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,"14,031","294,651",05/02/2019,13:37,Cash,280.62,"4,761,904,762","14,031",6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,05/02/2019,16:49,Credit card,323.2,"4,761,904,762",16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,"243,315","5,109,615",05/02/2019,14:55,Ewallet,486.63,"4,761,904,762","243,315",9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,"6,377","133,917",05/02/2019,14:04,Credit card,127.54,"4,761,904,762","6,377",6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,"12,072","253,512",05/02/2019,12:31,Cash,241.44,"4,761,904,762","12,072",8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,"18,975","398,475",05/02/2019,14:51,Cash,379.5,"4,761,904,762","18,975",9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,"3,841","80,661",05/02/2019,18:27,Ewallet,76.82,"4,761,904,762","3,841",7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,05/02/2019,12:45,Credit card,522.6,"4,761,904,762",26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,"3,987","83,727",05/02/2019,10:36,Ewallet,79.74,"4,761,904,762","3,987",7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,"19,375","406,875",05/02/2019,20:36,Ewallet,387.5,"4,761,904,762","19,375",4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,"135,675","2,849,175",05/02/2019,14:16,Ewallet,271.35,"4,761,904,762","135,675",4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,"61,155","1,284,255",05/02/2019,10:26,Cash,122.31,"4,761,904,762","61,155",5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,"12,318","258,678",05/02/2019,13:30,Credit card,246.36,"4,761,904,762","12,318",8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,"8,658","181,818",05/02/2019,16:28,Cash,173.16,"4,761,904,762","8,658",8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,"11,829","248,409",05/02/2019,20:18,Credit card,236.58,"4,761,904,762","11,829",9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,"9,244","194,124",05/02/2019,20:04,Credit card,184.88,"4,761,904,762","9,244",6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,"14,679",05/02/2019,13:38,Ewallet,13.98,"4,761,904,762",0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,"99,375","2,086,875",05/02/2019,10:43,Ewallet,198.75,"4,761,904,762","99,375",9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,"342,265","7,187,565",05/02/2019,17:30,Ewallet,684.53,"4,761,904,762","342,265",4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,"13,452","282,492",05/02/2019,15:28,Credit card,269.04,"4,761,904,762","13,452",8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,"34,475","723,975",05/02/2019,19:07,Credit card,68.95,"4,761,904,762","34,475",7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,"13,742","288,582",05/02/2019,19:01,Cash,274.84,"4,761,904,762","13,742",4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,"11,306","237,426",05/02/2019,19:48,Ewallet,226.12,"4,761,904,762","11,306",5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,"5,955","125,055",05/02/2019,19:24,Ewallet,119.1,"4,761,904,762","5,955",5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,"17,105","359,205",05/02/2019,13:00,Cash,342.1,"4,761,904,762","17,105",5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,"2,187","45,927",05/02/2019,14:29,Ewallet,43.74,"4,761,904,762","2,187",6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,"52,425","1,100,925",05/02/2019,13:21,Cash,104.85,"4,761,904,762","52,425",7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,"3,876","81,396",05/02/2019,18:55,Ewallet,77.52,"4,761,904,762","3,876",6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,"20,372","427,812",05/02/2019,19:36,Ewallet,407.44,"4,761,904,762","20,372",9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,"48,055","1,009,155",05/02/2019,16:28,Ewallet,96.11,"4,761,904,762","48,055",7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,"9,076","190,596",05/02/2019,13:48,Credit card,181.52,"4,761,904,762","9,076",8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,"40,755","855,855",05/02/2019,10:57,Ewallet,81.51,"4,761,904,762","40,755",9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,"5,722","120,162",05/02/2019,17:13,Ewallet,114.44,"4,761,904,762","5,722",8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,"8,827","185,367",05/02/2019,10:23,Cash,176.54,"4,761,904,762","8,827",8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,05/02/2019,13:57,Ewallet,115.8,"4,761,904,762",5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,"126,075","2,647,575",05/02/2019,13:29,Cash,252.15,"4,761,904,762","126,075",9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,"48,605","1,020,705",05/02/2019,13:00,Credit card,972.1,"4,761,904,762","48,605",8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,"10,168","213,528",05/02/2019,19:42,Credit card,203.36,"4,761,904,762","10,168",6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,"17,094",05/02/2019,15:36,Cash,16.28,"4,761,904,762",0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,"182,745","3,837,645",05/02/2019,13:40,Cash,365.49,"4,761,904,762","182,745",7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,"186,095","3,907,995",05/02/2019,18:01,Cash,372.19,"4,761,904,762","186,095",8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,"31,305","657,405",05/02/2019,13:53,Credit card,62.61,"4,761,904,762","31,305",8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,"168,175","3,531,675",05/02/2019,17:27,Cash,336.35,"4,761,904,762","168,175",6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,"45,325","951,825",05/02/2019,10:53,Ewallet,906.5,"4,761,904,762","45,325",7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,"6,908","145,068",05/02/2019,19:48,Credit card,138.16,"4,761,904,762","6,908",6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,"4,327","90,867",05/02/2019,16:53,Ewallet,86.54,"4,761,904,762","4,327",5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,"7,038","147,798",05/02/2019,19:14,Ewallet,140.76,"4,761,904,762","7,038",6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,"33,439","702,219",05/02/2019,14:36,Credit card,668.78,"4,761,904,762","33,439",9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,"2,372","49,812",05/02/2019,18:19,Credit card,47.44,"4,761,904,762","2,372",6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,"44,658","937,818",05/02/2019,19:09,Ewallet,893.16,"4,761,904,762","44,658",9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,"16,586","348,306",05/02/2019,16:51,Ewallet,331.72,"4,761,904,762","16,586",9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,"10,197","214,137",05/02/2019,15:37,Credit card,203.94,"4,761,904,762","10,197",7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,"3,408","71,568",05/02/2019,20:15,Ewallet,68.16,"4,761,904,762","3,408",7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,"16,344","343,224",05/02/2019,14:38,Credit card,326.88,"4,761,904,762","16,344",6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,05/02/2019,19:25,Cash,87.2,"4,761,904,762",4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,"35,372","742,812",05/02/2019,19:35,Credit card,707.44,"4,761,904,762","35,372",4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,"401,445","8,430,345",05/02/2019,15:42,Credit card,802.89,"4,761,904,762","401,445",6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,"13,419",05/02/2019,14:11,Ewallet,12.78,"4,761,904,762",0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,"6,685","140,385",05/02/2019,10:43,Cash,133.7,"4,761,904,762","6,685",9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,"201,075",05/02/2019,17:58,Credit card,19.15,"4,761,904,762",0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,05/02/2019,11:26,Credit card,276.6,"4,761,904,762",13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,"6,861","144,081",05/02/2019,17:38,Credit card,137.22,"4,761,904,762","6,861",6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,"13,535","284,235",05/02/2019,20:07,Credit card,27.07,"4,761,904,762","13,535",5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,"1,956","41,076",05/02/2019,11:02,Credit card,39.12,"4,761,904,762","1,956",9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,"22,413","470,673",05/02/2019,19:07,Cash,448.26,"4,761,904,762","22,413",6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,"6,603","138,663",05/02/2019,18:50,Cash,132.06,"4,761,904,762","6,603",7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,"159,025","3,339,525",05/02/2019,12:43,Ewallet,318.05,"4,761,904,762","159,025",4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,05/02/2019,15:09,Ewallet,25,"4,761,904,762",1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,"4,154","87,234",05/02/2019,13:47,Cash,83.08,"4,761,904,762","4,154",4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,05/02/2019,16:59,Cash,147.8,"4,761,904,762",7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,05/02/2019,14:15,Credit card,696.6,"4,761,904,762",34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,"39,695","833,595",05/02/2019,20:24,Cash,793.9,"4,761,904,762","39,695",6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,"23,285","488,985",05/02/2019,13:58,Cash,465.7,"4,761,904,762","23,285",7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,"17,945","376,845",05/02/2019,16:52,Credit card,35.89,"4,761,904,762","17,945",7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,05/02/2019,15:19,Cash,202.6,"4,761,904,762",10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,"36,525","767,025",05/02/2019,12:25,Credit card,730.5,"4,761,904,762","36,525",8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,05/02/2019,10:02,Cash,295.8,"4,761,904,762",14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,"1,131","23,751",05/02/2019,18:58,Cash,22.62,"4,761,904,762","1,131",6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,"12,835","269,535",05/02/2019,15:31,Credit card,256.7,"4,761,904,762","12,835",9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,"27,275","572,775",05/02/2019,11:22,Credit card,545.5,"4,761,904,762","27,275",7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,"130,025","2,730,525",05/02/2019,13:12,Credit card,260.05,"4,761,904,762","130,025",7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,"11,106","233,226",05/02/2019,18:33,Cash,222.12,"4,761,904,762","11,106",4.5
